half_normal_density_log__,half_normal_density
1.6258523719148295,5.082749584295285
1.6258523719148295,5.082749584295285
1.7400177208847825,5.697444385532923
3.5196157072329886,33.77144784669167
3.256181770825772,25.95026368483971
3.360297774916813,28.797764854655913
1.8885389993109039,6.60970483999688
1.5896547253598474,4.902056080445535
1.0800833687746356,2.9449250556249558
2.293592529609951,9.910477487869311
2.5187874029620896,12.413534917837596
2.4893965381439225,12.053999796083328
0.5307344134346346,1.70018048561341
-0.5174652666675722,0.5960294104941604
2.8032922834863427,16.498876430823344
1.8453569904875167,6.330359265112793
1.8453569904875167,6.330359265112793
2.119982717338459,8.33099350470245
2.119982717338459,8.33099350470245
1.6899149539190752,5.419019819135139
1.6899149539190752,5.419019819135139
1.6897212817670908,5.417970407529303
2.0631631410987445,7.870827012578365
2.4670526214655952,11.787652926194195
1.9472393027694195,7.009310262012746
2.986110026477891,19.80847797232548
2.283020438801784,9.80625491589964
1.5559306865440306,4.739495457822118
-0.4957573559641917,0.6091094199112411
-0.4831195938680546,0.6168560467613551
0.4674380033640581,1.59590026003765
0.34148114937980745,1.4070300696666225
0.9295941049957741,2.5334806417573996
0.9295941049957741,2.5334806417573996
0.7964013234655548,2.217546320209098
0.7643229446532929,2.1475398789664197
0.8648020882373144,2.3745360908465636
1.648656421078179,5.199988536564781
2.7095488366131644,15.022496385394923
1.2742784553744233,3.576120148692215
2.2400788778318272,9.394072242270441
1.4723996923533562,4.35968449998264
1.0648968532420617,2.9005397873539778
0.7625690882057061,2.1437767033028265
0.3853166995007931,1.4700798212709942
0.3853166995007931,1.4700798212709942
0.36827801380612574,1.4452437808506913
1.0782262200865098,2.939460967303972
-1.896463360272671,0.15009852603575158
-2.7435653464173173,0.0643405411501842
1.680516924941549,5.368330277821112
2.4868298138919105,12.023100174840664
0.9776974472381381,2.6583282485721407
0.0473778462762704,1.0485181129063288
1.0439365120670518,2.840376211014667
-0.7241529600390417,0.4847349850142041
1.537238300235667,4.651725845153325
0.8526760562812448,2.345916263487661
0.5658253227686192,1.7609004944326572
0.43647727509307244,1.5472470810471448
0.2446948710085859,1.277231533371767
1.8588029582892982,6.416051891053984
1.1234420721516685,3.075421829427249
0.036109932768610076,1.0367698152025575
0.4146482020903144,1.5138380819305968
0.5732445850922462,1.7740136619900257
1.4150048547989065,4.1165064507357645
2.7835961977496146,16.177092490677488
2.15027672356954,8.587234358564654
2.9777012428866394,19.64261111437755
2.9777012428866394,19.64261111437755
2.9992460077049006,20.07039829102785
2.4418512711719864,11.494300124745777
2.229826653395777,9.298254118996955
2.525820588367417,12.501149353576826
2.751611606463665,15.667861975870089
2.5485746699207676,12.788862435472378
1.7718185510760178,5.881539521799307
1.7718185510760178,5.881539521799307
0.4459543066221765,1.5619800927565708
1.564210085158723,4.778898521701573
2.1345013679161733,8.452830603318555
2.0850546517028645,8.045031144335061
1.7844731418844093,5.956440921504985
2.6224561641073136,13.769502242316834
2.6224561641073136,13.769502242316834
2.9300932140163605,18.729376255691765
3.5658463038555324,35.369373979111224
3.4397554748561046,31.17933310517352
2.1056885693666643,8.212756115371649
1.5699972089201046,4.806634778054763
1.9497955458444638,7.027250683100313
2.346921267476217,10.453337103455372
2.256662222810891,9.551156272431875
2.882929170848822,17.86653072758162
2.1616330144013434,8.685309319249495
1.4463711500841805,4.24767234801871
1.4788404735812684,4.38785489636565
1.3053828201916156,3.6891010858027857
2.8955997043504773,18.094349448217297
1.0675779805471253,2.9083269382839783
1.3583352274819913,3.8897124223533255
1.3583352274819913,3.8897124223533255
1.34553250269629,3.8402309295546853
0.7076279121055915,2.0291721705147627
2.6607694746863118,14.307293964687148
2.6607694746863118,14.307293964687148
2.375398146907978,10.755294520977591
2.301259038705653,9.986748245330972
2.0549578653185,7.806508940938377
2.0549578653185,7.806508940938377
1.631282048352323,5.110422328989855
2.539015026984548,12.667187985793722
2.4959144612142046,12.132823443621453
2.5799985028430052,13.197118401485442
2.5799985028430052,13.197118401485442
2.5799985028430052,13.197118401485442
2.5794103785334204,13.189359137266669
2.5794103785334204,13.189359137266669
2.050777292529353,7.7739413850331
1.483068429662028,4.406445827282256
2.8721690009443273,17.675314426229566
2.6522795987130596,14.186340977845717
2.6522795987130596,14.186340977845717
2.54814363617519,12.783351192046414
2.886217460234769,17.92537775093265
3.07348724457331,21.61715569478516
3.1887603705516048,24.258337447256583
2.827196917361196,16.898027807887797
3.3129632476235007,27.4663947308787
3.3926357899896464,29.7442486314492
3.1390844280695696,23.082723287449124
