decay_interval__,noise_interval__,threshold,lf_log__,le_log__,decay,noise,lf,le,mu_rt__0,mu_rt__1,mu_rt__2,mu_rt__3,mu_rt__4,mu_rt__5,mu_rt__6,mu_rt__7,mu_rt__8,mu_rt__9,mu_rt__10,mu_rt__11,mu_rt__12,mu_rt__13,mu_rt__14,mu_rt__15,mu_prob__0,mu_prob__1,mu_prob__2,mu_prob__3,mu_prob__4,mu_prob__5,mu_prob__6,mu_prob__7,mu_prob__8,mu_prob__9,mu_prob__10,mu_prob__11,mu_prob__12,mu_prob__13,mu_prob__14,mu_prob__15
-2.4802776653881007,-0.5826439438230291,1.3219223934133097,-0.362893192595031,-0.7927840159387967,0.07725240658248238,1.7916222470133223,0.695660731248693,0.45258304132507476,0.5433,0.5505,0.5554,0.5598,0.5638,0.5682,0.572,0.5754,0.5792,0.5827,0.5861,0.5889,0.596,0.6069,0.627,0.6902,0.9844117327450734,0.973673271781893,0.9659471550570364,0.9588130203566768,0.9521668216394927,0.944861831295068,0.9384768936484915,0.9327036341962476,0.9262012967692512,0.9201359554624822,0.9142290671074015,0.909477097434435,0.8972207289404848,0.8785128341510657,0.8445090942453496,0.7452502912995257
-2.8741783294800634,-0.6304686827799867,1.6590861539264339,-0.7064460108967339,-1.0698791811149895,0.05344488165192097,1.737021365032279,0.49339460420224274,0.3430499618289136,0.551,0.5592,0.5644,0.5688,0.5727,0.5769,0.5803,0.5834,0.5867,0.5898,0.5927,0.5951,0.6009,0.6096,0.6249,0.6689,0.9871419327493323,0.9778819827398061,0.9711218587247779,0.9648225608611956,0.9589114772783608,0.9523723646026385,0.9466239988494052,0.9414021822553822,0.9354945845789129,0.9299607318900769,0.9245517428812045,0.9201854023226265,0.9088702245963216,0.8914587167161793,0.8594259534627222,0.7636060449673522
-3.9544332340962076,-0.7185730133783863,2.6571077427496435,-0.41997027854567115,-1.0345201565681579,0.018808970972089806,1.6385364623930858,0.6570663484923127,0.35539687487258453,0.5498,0.5578,0.5629,0.5674,0.5713,0.5754,0.5789,0.582,0.5854,0.5885,0.5914,0.5938,0.5998,0.6087,0.6244,0.6699,0.9877869437195117,0.9782883266567718,0.9711923728509272,0.9644909354083135,0.9581392032656709,0.9510532183632602,0.9447801028058861,0.9390509580626065,0.9325373904946443,0.9264092181433222,0.9203983615443206,0.915530280280606,0.9028645354542966,0.8832565445472492,0.8469350667839854,0.7378244081933107
-2.653806567465807,-0.6377111064558602,1.6529792384930138,-0.5593316921290269,-0.9480768653978633,0.06575478101041908,1.7288206500946102,0.571590934951675,0.3874854941279798,0.5477,0.5557,0.5609,0.5654,0.5695,0.5738,0.5775,0.5807,0.5844,0.5877,0.5909,0.5934,0.5999,0.6097,0.6272,0.6794,0.9856606853611066,0.9752975496855378,0.9677329676626873,0.9606877272589383,0.9540812375177338,0.9467789518275572,0.9403656580912344,0.9345449165801644,0.9279663262335275,0.9218102841076619,0.9157988682678482,0.9109513147299895,0.8984080295774626,0.8791639369756918,0.8439493062995792,0.7401612836195609
-1.808670169749418,-0.6188794654649665,0.026065770648838263,-1.1777940329487866,-0.9862979608612548,0.1407989245665068,1.7501817119493734,0.30795733357791705,0.37295483186696593,0.5484,0.5563,0.5615,0.5659,0.5699,0.5741,0.5776,0.5808,0.5842,0.5874,0.5905,0.5929,0.5991,0.6084,0.625,0.6736,0.9866076501711273,0.9770643102074167,0.9701208394410249,0.9636640595511382,0.9576151580657278,0.9509330129767153,0.9450662445602762,0.939741438771744,0.9337246217799563,0.9280933660627807,0.9225906311985631,0.9181549322814547,0.906667160662943,0.8890183715035709,0.8566240407173547,0.7601398518952106
-2.298629820758447,-0.6739679148917577,1.077265546103218,-0.8982651922749483,-1.025422197874043,0.09123650225833718,1.6880446421891435,0.40727559207847996,0.3586450142744656,0.5494,0.5574,0.5625,0.5669,0.5708,0.5749,0.5784,0.5815,0.5849,0.588,0.5909,0.5933,0.5993,0.6082,0.624,0.6698,0.9877317485068152,0.9785537822923054,0.971775917570753,0.965416997830153,0.9594192788935463,0.9527550872257065,0.9468749324622197,0.9415174947015907,0.9354412714027368,0.9297356338109672,0.9241458279761922,0.9196273294132977,0.9078875707211131,0.8897551473174335,0.8562377956754782,0.7553875862715024
-1.2493201953088868,-0.5895509450547491,-1.6839346296347066,-1.6927919830521763,-0.9638090229159957,0.222817838454555,1.7836894749690622,0.18400506712082912,0.38143721230523303,0.5486,0.5568,0.5621,0.5667,0.5709,0.5753,0.579,0.5824,0.586,0.5894,0.5927,0.5952,0.6018,0.6117,0.6294,0.6819,0.9868122643174875,0.9776359431462396,0.9710028472167317,0.9648569927030625,0.9591145162462794,0.9527841558728661,0.9472356495516278,0.9422052776137189,0.9365286272597512,0.931220471801193,0.9260346613606231,0.9218596751366807,0.9110507621840289,0.8944578237066254,0.8640097599042578,0.7730263916799234
-0.5069356670910928,-0.5369326340355377,-4.5429423637596145,-2.741883587742461,-0.9701214820677747,0.3759121509739463,1.844507089099271,0.06444883745200636,0.37903698910919187,0.5494,0.5578,0.5634,0.5681,0.5724,0.577,0.5809,0.5843,0.5881,0.5916,0.5949,0.5976,0.6044,0.6146,0.6329,0.6874,0.9849832497679428,0.9749934605132498,0.9678684055414618,0.9613193090401569,0.9552377682495347,0.9485689675813737,0.9427505092616527,0.9374931617611953,0.9315829318569192,0.92607339624308,0.9207006710962765,0.916390717581261,0.9052623064812487,0.8882691979066022,0.8573151689530999,0.7659787380506977
-2.986407714633524,-0.7261593803937193,2.0847128073435033,-0.47820125711396033,-0.9990550752018353,0.04804371840151083,1.6301904505892755,0.6198974256600173,0.3682272238665092,0.5502,0.5587,0.5642,0.569,0.5732,0.5777,0.5815,0.5849,0.5886,0.592,0.5952,0.5978,0.6044,0.6143,0.6318,0.6831,0.9881897955434449,0.9789360296410816,0.9720051962917212,0.9654490518712726,0.9592270319663793,0.9522776278073981,0.9461190473418074,0.94048944469575,0.9340845080232738,0.9280538445047725,0.9221334623173393,0.9173370297666799,0.9048449965543899,0.8854766278453866,0.8495166779087294,0.7409808456231757
-0.9240017031931534,-0.5050408393204834,-2.8309477610890075,-2.1673326263667043,-0.9689588646613505,0.28414322183162954,1.881783930801292,0.11448257781722404,0.3794779203779264,0.548,0.556,0.5611,0.5656,0.5696,0.5738,0.5774,0.5806,0.5841,0.5874,0.5905,0.593,0.5993,0.6088,0.6258,0.6763,0.9835751733258276,0.9729544929263296,0.9654467938058644,0.9585842618559917,0.9522394085400657,0.9453091336405384,0.9392833635825449,0.933854778818456,0.9277662759394586,0.9221048809604889,0.9165994506360963,0.9121879255918048,0.90083374281637,0.8835774411087106,0.8523616369165857,0.761486007161479
